visible_mean,visible_max,visible_min,visible_mean_distribution,visible_contrast,visible_entropy,visible_second_angular_momentum,IR_mean,IR_max,IR_min,class,log_entropy,entropy_x_contrast,IR_range,IR_norm_range
48.7863,139.5087,91.1655,9.9125,168.2875,0.0487,3.1669,-44.4983,12.4169,-11.8665,1.0,-3.022076248893593,8.19560125,24.2834,0.023515115721588452
4.5,108.3363,58.4983,6.5042,73.8042,0.0691,2.8638,-35.8011,39.6925,5.0236,1.0,-2.672200548208513,5.099870219999999,34.6689,-0.22069730556420258
4.07,57.3856,8.6082,1.7417,19.6667,0.5506,1.2543,3.9254,41.1441,36.4174,1.0,-0.5967466862736301,10.828485019999999,4.726700000000001,0.2878158536728886
4.07,52.011,6.9378,1.1,10.7417,0.5843,1.0831,14.0712,40.9373,38.1675,1.0,-0.5373407294217456,6.276375310000001,2.7698000000000036,0.07622445808106897
4.9299,73.7242,27.1688,5.2167,43.6333,0.0871,2.5979,-69.0443,40.1082,-3.3895,1.0,-2.44069839512368,3.80046043,43.497699999999995,0.17138377425204754
8.1547,82.3235,39.0617,6.6708,87.8042,0.0711,2.8861,-77.2051,32.2862,-29.5083,1.0,-2.643667942172942,6.242878619999999,61.7945,0.01417185671614689
11.5944,77.5939,36.1401,4.2,30.4417,0.1027,2.415,-69.0443,28.1558,-22.1919,1.0,-2.2759431620476245,3.1263625900000003,50.3477,0.01837577032036196
14.1742,74.7991,44.1264,3.0417,16.3833,0.1321,2.1853,-79.33,14.7759,-37.725,1.0,-2.0241960674538575,2.1642339299999995,52.5009,0.0049372741240694
44.0567,88.773,63.9132,3.675,25.3417,0.1199,2.324,-97.4542,-35.1761,-71.4055,1.0,-2.1210972169486686,3.03846983,36.229400000000005,-0.0050549336787867865
42.5518,86.1932,62.2798,2.0458,8.8375,0.1902,1.8405,-103.6105,-62.8642,-86.6713,1.0,-1.659679128870847,1.6808925000000001,23.807100000000005,-0.007000423482786903
53.0859,87.4831,70.2878,1.375,3.9333,0.2432,1.5759,-97.9544,-65.5328,-81.0471,1.0,-1.4138711288901251,0.95657856,15.514300000000006,-0.008254624000339899
46.4215,104.6816,72.1597,1.9875,8.9042,0.193,1.8826,-101.0037,-52.3305,-83.5376,1.0,-1.6450650900772514,1.7185105999999999,31.207099999999997,-0.00620205491060378
73.9392,107.9064,87.4453,2.1583,9.45,0.1803,1.904,-114.722,-78.9021,-102.2296,1.0,-1.7131331487728656,1.7038349999999998,23.3275,-0.006727677906810032
81.2486,99.3071,88.3942,1.7333,5.325,0.2086,1.6944,-114.722,-102.039,-109.6566,1.0,-1.567336736415465,1.110795,7.617599999999996,-0.008111192492691053
72.8643,90.0629,79.7227,0.6875,1.2875,0.3968,1.1089,-113.5563,-94.8607,-106.1599,1.0,-0.9243229035714193,0.51088,11.299199999999999,-0.007868910230324537
72.4343,93.0726,84.2559,0.9917,2.2167,0.316,1.3284,-104.1394,-84.5843,-95.8186,1.0,-1.152013065395225,0.7004772,11.234300000000005,-0.008476662017616557
74.1542,87.6981,81.7415,0.4792,0.6708,0.4742,0.8903,-99.978,-84.1377,-94.1074,1.0,-0.7461261053508319,0.31809336,9.969700000000003,-0.008942571398971895
71.5744,91.5677,80.8186,0.55,0.8583,0.4529,0.9368,-96.9562,-75.1155,-83.9222,1.0,-0.7920839284199688,0.38872407,8.806700000000006,-0.009231602929576267
79.5287,93.5026,87.8904,0.55,0.775,0.4373,0.9476,-99.978,-73.4684,-87.2065,1.0,-0.8271358205632621,0.33890750000000003,13.738100000000003,-0.008426501075568108
82.3235,87.6981,85.1805,0.1583,0.1583,0.7335,0.4369,-100.4897,-93.405,-97.274,1.0,-0.3099276813991006,0.11611305000000001,3.8689999999999998,-0.009555464431235783
73.7242,85.3333,81.7449,0.1833,0.2333,0.7228,0.5069,-97.9544,-86.3875,-93.4583,1.0,-0.32462272026406364,0.16862924,7.070799999999991,-0.009436459498033834
2.9951,3.64,3.2269,0.0,0.0,1.0,0.0,38.2313,40.3158,38.9971,1.0,0.0,0.0,1.3186999999999998,0.027041071974702603
3.2101,15.2491,4.0641,0.2375,1.0292,0.8277,0.4386,35.4914,40.7304,39.681,1.0,-0.18910450909078697,0.8518688399999998,1.0494000000000057,0.028920975394071714
3.64,28.578,6.1123,1.1417,7.5,0.4717,1.2782,31.8552,40.5231,39.1633,1.0,-0.751412088691921,3.53775,1.3598,0.03248202122181394
4.5,129.6196,23.9155,7.4458,172.0708,0.1071,2.7564,0.5703,39.6925,31.5202,1.0,-2.233992301528434,18.428782679999998,8.172300000000003,2.208086677242719
5.1449,121.4503,33.5351,11.9417,298.9167,0.0582,3.3047,1.8286,39.9005,28.0816,1.0,-2.843869924244745,17.39695194,11.8189,0.7770299767880724
4.715,140.1537,34.4379,10.5417,240.4083,0.0523,3.2781,-4.0324,40.9373,28.4727,1.0,-2.95075890791126,12.57335409,12.4646,-0.3565553335765406
4.07,131.5544,13.8735,3.4667,78.4583,0.3775,1.7417,-3.2572,41.7633,36.9408,1.0,-0.9741847102930576,29.61800825,4.822499999999998,-0.3470915855882238
4.07,57.6006,9.2128,2.6292,26.0375,0.267,1.9076,29.032,41.9693,40.1759,1.0,-1.3205066205818874,6.9520125,1.7933999999999983,0.03598231955466329
4.07,98.8771,18.4906,5.175,69.7334,0.1504,2.4801,14.5413,41.5571,35.4624,1.0,-1.8944568674663975,10.48790336,6.094699999999996,0.08058864891361657
5.3599,131.5544,65.8967,10.6125,185.6792,0.0447,3.2598,-5.8544,39.4844,18.0427,1.0,-3.107781777362614,8.29986024,21.4417,-0.37380200171439587
4.285,148.323,75.2862,10.325,188.0083,0.0547,3.1944,-26.6771,39.6925,6.4793,1.0,-2.9058915695542016,10.284054009999998,33.2132,-0.2296369383053927
4.07,137.144,47.9029,4.875,69.7083,0.2013,2.3369,-13.0626,40.1082,21.0455,1.0,-1.6029589463363911,14.03228079,19.062699999999996,-0.14589630584243882
4.07,91.1378,9.3614,1.8625,32.1875,0.5939,1.1578,2.5796,40.7304,36.7213,1.0,-0.5210443239603225,19.11615625,4.009100000000004,0.4299800038944806
4.07,130.6945,29.6655,4.775,82.4083,0.2882,2.1491,-5.8544,40.9373,29.1181,1.0,-1.2441005954167152,23.75007206,11.819200000000002,-0.24014512248987577
4.9299,124.675,39.3481,9.0458,183.7792,0.0595,3.0926,-50.9376,38.8588,17.2982,1.0,-2.821778966430553,10.9348624,21.5606,-0.044101157899613413
9.6595,81.0336,43.1615,4.3292,34.6625,0.1,2.505,-60.618,32.2862,-25.8917,1.0,-2.3025850929940455,3.4662500000000005,58.1779,0.020570969630315804
16.9689,102.3168,53.9803,5.1458,46.1125,0.0817,2.661,-80.6227,17.3387,-39.8345,1.0,-2.50470127711618,3.7673912499999997,57.173199999999994,0.005398832129171793
24.7083,100.812,52.9054,3.6708,21.6208,0.111,2.3101,-83.6927,-9.0217,-51.4222,1.0,-2.198225077669803,2.3999088,42.400499999999994,-0.002096284143862226
16.9689,81.2486,49.1684,3.2458,19.4375,0.1255,2.2654,-64.0014,8.3395,-44.2619,1.0,-2.0754495204102983,2.43940625,52.6014,0.002943882597613577
16.109,80.3887,44.3792,3.7417,24.9417,0.1111,2.3716,-82.3676,4.421,-37.9302,1.0,-2.197324582336553,2.7710228700000004,42.3512,0.001415073409933634
59.3204,111.1311,82.3579,3.9167,29.3833,0.1081,2.4284,-103.0842,-42.8494,-82.5831,1.0,-2.2246985543369746,3.1763347299999998,39.7337,-0.005033400162983373
64.05,94.1475,79.7294,1.6792,6.5125,0.2199,1.7442,-106.2813,-85.0325,-96.4166,1.0,-1.5145823814214214,1.4320987500000002,11.384100000000004,-0.008298054391953639
77.5939,91.9977,84.4607,0.875,1.7667,0.3337,1.255,-109.0203,-92.4445,-101.0577,1.0,-1.0975128932248088,0.58954779,8.613199999999992,-0.008390817885994101
72.6493,93.5026,80.5306,0.9,1.9917,0.3362,1.2808,-103.0842,-76.7844,-93.5362,1.0,-1.0900490580076219,0.6696095400000001,16.75179999999999,-0.007963448354052336
76.519,115.8607,95.3139,1.7542,5.7708,0.2022,1.7395,-108.4668,-66.693,-87.9501,1.0,-1.598497972395766,1.16685576,21.25710000000001,-0.006991125334200569
78.8838,114.7858,89.3037,1.8792,7.2292,0.199,1.8055,-111.8321,-83.2494,-100.4679,1.0,-1.6144504542576446,1.4386108,17.218500000000006,-0.007409472785701049
73.5092,92.4277,85.3669,0.6167,1.05,0.4169,1.0465,-99.978,-84.5843,-93.9582,1.0,-0.8749088940953859,0.437745,9.373900000000006,-0.009004313901371137
78.8838,90.2778,84.9982,0.4625,0.5958,0.4823,0.8485,-99.4687,-90.0778,-95.9387,1.0,-0.7291889519072109,0.28735434,5.860900000000001,-0.009439250234403949
72.0044,84.9033,78.4278,0.2458,0.2708,0.6367,0.592,-97.4542,-75.1155,-89.3359,1.0,-0.45145669195915733,0.17241836,14.220399999999998,-0.00862785792030707
76.304,94.1475,85.4172,0.7208,1.3208,0.379,1.1305,-95.8417,-73.0598,-81.2958,1.0,-0.9702190738997107,0.5005832,8.236000000000004,-0.009376826092235212
68.5646,93.0726,81.7247,0.7,0.9917,0.4037,1.0136,-96.9562,-80.1903,-90.6607,1.0,-0.907083251123242,0.40034929,10.470400000000012,-0.009122779634524392
71.7894,83.1834,77.8005,0.3792,0.4292,0.5261,0.7404,-95.3502,-66.3052,-84.6353,1.0,-0.6422639702453755,0.22580212000000002,18.3301,-0.008216265093495474
3.2101,45.5616,6.6624,1.9042,26.3792,0.5195,1.2754,22.5934,39.6925,37.496,1.0,-0.6548884684428551,13.7039944,2.1965000000000003,0.04685348738224708
3.855,113.2809,25.3692,8.6458,215.0208,0.1465,2.7904,3.0785,40.3158,30.9031,1.0,-1.9207298505250152,31.5005472,9.412700000000005,0.42377377477627215
4.5,135.2091,35.9361,11.5833,292.1917,0.0534,3.3225,-4.0324,41.3507,27.2463,1.0,-2.9299445330159877,15.603036780000002,14.104400000000002,-0.3763671631610588
4.285,135.2091,41.2393,11.7958,282.4125,0.0485,3.36,-1.4611,41.7633,25.647,1.0,-3.0261914810386994,13.697006250000001,16.116300000000003,-1.1144954385712997
3.855,132.1994,38.5957,11.4875,277.3542,0.0725,3.2431,-0.9511,42.7915,28.2149,1.0,-2.624168717121508,20.1081795,14.5766,-1.5946038684093768
3.64,118.8705,19.2884,6.5792,145.8792,0.1539,2.6008,2.8292,42.9966,35.8736,1.0,-1.8714522381373035,22.45080888,7.1229999999999976,0.42363858025715656
3.64,54.1609,5.501,0.7958,6.8625,0.5959,0.9683,23.2689,42.9966,41.2829,1.0,-0.5176824112292039,4.0893637499999995,1.7137000000000029,0.04475979243324674
4.07,131.7694,25.6346,8.0542,158.7208,0.0754,2.9955,4.421,41.9693,33.931,1.0,-2.584948003968227,11.967548319999999,8.0383,0.27977863800940783
3.855,124.03,36.0528,8.7208,180.7708,0.0948,3.0116,2.0793,42.3808,29.8541,1.0,-2.355985869721161,17.13707184,12.526700000000002,0.6827284702748132
3.64,139.9387,30.6657,6.775,130.425,0.129,2.7311,0.0646,42.5862,32.5611,1.0,-2.047942874620465,16.824825,10.025099999999995,20.24591006345555
3.64,47.9264,6.78,1.7375,18.8542,0.4435,1.4491,22.1418,41.7633,39.1503,1.0,-0.8130574772325029,8.361837699999999,2.6129999999999995,0.04817778064927885
3.64,42.7668,6.9538,1.5833,14.85,0.4483,1.4057,29.9047,41.3507,39.0847,1.0,-0.8022926278207433,6.657254999999999,2.2660000000000053,0.035378273338634685
3.64,108.3363,9.9896,3.025,80.4167,0.5326,1.35,13.3639,41.7633,38.5047,1.0,-0.6299846056023053,42.82993442,3.2586000000000013,0.08116108544299888
4.285,77.3789,11.4281,1.85,12.1833,0.2454,1.7588,-2.2287,40.5231,31.1155,1.0,-1.404865746705326,2.9897818199999997,9.407599999999999,-0.5843516357912328
5.1449,81.8935,29.9065,6.1792,79.1792,0.0805,2.7968,-44.4983,39.4844,16.473,1.0,-2.5194980945576195,6.3739256,23.011400000000002,-0.05386534240290402
6.2198,117.5806,54.417,9.1625,142.0625,0.0507,3.1534,-87.2993,35.4914,-35.4747,1.0,-2.9818293683849997,7.20256875,70.9661,0.01146023803207116
6.6498,102.9618,42.6912,6.075,80.8417,0.0806,2.7945,-73.4684,34.215,-17.4403,1.0,-2.5182566294695543,6.515841020000001,51.655300000000004,0.026703120237876733
28.148,91.1378,60.895,3.3792,20.7375,0.1246,2.2614,-86.8425,-12.2468,-61.7964,1.0,-2.0826466726287842,2.5838925,49.5496,-0.002282060388009518
38.8971,85.9782,60.3231,3.2458,19.0125,0.1241,2.2546,-86.8425,-42.8494,-63.9598,1.0,-2.0866675867715756,2.3594512499999998,21.1104,-0.007714456432594649
47.9264,90.4928,64.3801,3.75,24.1167,0.1078,2.3646,-73.8781,-39.9264,-54.495,1.0,-2.22747762050724,2.59978026,14.568599999999996,-0.009917170475197351
33.0926,125.7499,78.2976,4.8333,39.475,0.0863,2.5869,-95.8417,-25.2057,-52.0258,1.0,-2.449925680892755,3.4066925,26.820099999999996,-0.005055050370473843
80.8186,111.3461,95.9396,2.5,10.6083,0.1605,1.9779,-106.8235,-51.2846,-91.446,1.0,-1.8294613364120664,1.7026321500000001,40.1614,-0.005249953488616855
79.7437,100.167,90.6398,1.8958,6.3958,0.1887,1.7805,-111.8321,-97.9544,-105.7606,1.0,-1.6675968266076324,1.2068874600000001,7.80619999999999,-0.008281968275378214
69.6396,96.9423,83.7553,1.0792,2.2625,0.2977,1.3485,-111.2637,-75.1155,-102.9496,1.0,-1.2116690109604062,0.6735462500000001,27.834100000000007,-0.006557697826749903
68.3497,106.4015,84.8521,2.8042,13.7625,0.1374,2.114,-103.6105,-59.8774,-76.8059,1.0,-1.984858899193888,1.8909675,16.928499999999993,-0.007524273651485577
81.4636,112.851,95.7733,1.9292,7.5208,0.1935,1.836,-106.8235,-64.7649,-94.4987,1.0,-1.6424777665123005,1.4552748000000002,29.733800000000002,-0.006415744525029912
79.5287,92.8576,84.0274,0.5875,1.4375,0.4689,1.0341,-106.8235,-90.0778,-97.664,1.0,-0.7573657528865965,0.6740437499999999,7.586200000000005,-0.008634087784138435
79.9587,89.4179,84.3012,0.4,0.4667,0.5133,0.7689,-95.8417,-85.4825,-90.4289,1.0,-0.6668948094158796,0.23955711,4.946399999999997,-0.009863145923780356
78.6688,85.5482,82.2547,0.1833,0.2083,0.7127,0.5019,-94.3734,-85.9341,-90.0231,1.0,-0.338694704474312,0.14845541,4.088999999999999,-0.010114908701992402
74.1542,90.4928,82.4755,0.6917,1.5667,0.4155,1.1368,-91.0187,-71.0365,-81.8803,1.0,-0.8782726646866342,0.65096385,10.843800000000002,-0.00953172495431288
72.2194,85.1183,77.2504,0.2917,0.375,0.6059,0.6782,-91.9673,-71.842,-84.6384,1.0,-0.5010403230311937,0.22721249999999998,12.796400000000006,-0.009229486367499115
59.7504,83.3984,72.4638,0.5833,0.8,0.4218,0.9469,-91.0187,-56.2329,-80.7421,1.0,-0.8632240109374628,0.33744,24.509199999999993,-0.007651733086524337
4.07,112.421,29.7931,11.1833,288.9916,0.0667,3.2048,4.421,40.7304,29.7956,1.0,-2.707550326060559,19.27573972,10.934800000000003,0.3092046560319266
3.855,119.9454,33.3638,12.0,314.025,0.0788,3.2263,5.6542,41.3507,30.3535,1.0,-2.540842282118304,24.745169999999998,10.997200000000003,0.24093668111921035
3.64,124.03,27.6349,10.0292,211.1042,0.0666,3.167,5.1619,42.3808,32.1584,1.0,-2.7090507014357934,14.05953972,10.2224,0.2553084157518002
3.4251,27.933,5.5169,1.0375,7.7042,0.5509,1.1276,32.5014,42.7915,41.2694,1.0,-0.5962019745034663,4.24424378,1.5221000000000018,0.03190268875188028
3.64,58.2455,8.6342,2.9625,37.9292,0.2796,1.9348,25.5045,42.9966,40.0838,1.0,-1.2743952686224818,10.60500432,2.9128000000000043,0.04205798039720912
4.07,73.0793,15.4758,6.6208,109.0625,0.1035,2.7844,20.0973,42.3808,37.309,1.0,-2.2681836662767134,11.28796875,5.071800000000003,0.05652203976247051
3.855,90.7078,13.7694,4.5958,78.2208,0.2369,2.231,14.5413,41.9693,37.5727,1.0,-1.4401171678173972,18.53050752,4.396599999999999,0.07681677786803416
3.64,72.0044,5.323,0.55,9.05,0.7907,0.5636,24.166,42.5862,41.2756,1.0,-0.23483664990525574,7.155835000000001,1.3106000000000009,0.04269438117481756
3.4251,68.7796,7.7381,1.7042,24.1208,0.5749,1.1754,17.3387,42.9966,39.9894,1.0,-0.5535591663528919,13.86704792,3.0071999999999974,0.0620115653411683
3.4251,80.1737,8.2109,1.8125,24.4958,0.529,1.2894,10.269,42.7915,39.401,1.0,-0.6367668471238376,12.9582782,3.390499999999996,0.10576016315648284
3.4251,48.1413,6.041,1.3083,12.1917,0.5109,1.2434,27.0552,42.1752,39.3269,1.0,-0.6715814026453847,6.22873953,2.8482999999999947,0.03963845222982869
3.64,72.4343,7.388,1.3958,20.9542,0.5734,1.1252,18.9525,41.5571,38.7193,1.0,-0.5561717255328675,12.01513828,2.8378000000000014,0.05663060885157923
3.64,36.7473,10.6093,2.0542,13.0125,0.315,1.7345,-30.8697,41.5571,27.6634,1.0,-1.155182640156504,4.0989375,13.893699999999999,-0.048663939995607315
4.285,79.3138,21.7934,3.3792,24.5542,0.1357,2.2731,-58.4081,40.3158,11.0575,1.0,-1.9973087121413138,3.33200494,29.258300000000006,-0.062423088880396556
6.4348,79.9587,23.6325,3.9833,34.6333,0.1115,2.4374,-60.2472,37.812,7.7759,1.0,-2.1937306880819634,3.86161295,30.036099999999998,-0.08071274442507942
8.7996,80.3887,37.2083,3.3833,22.1083,0.1234,2.3008,-84.5843,32.2862,-23.771,1.0,-2.0923241675108497,2.72816422,56.0572,0.016057566199858497
11.1644,90.0629,38.6015,2.7083,17.6833,0.1658,2.1191,-94.3734,20.5535,-39.9307,1.0,-1.7969730362809424,2.93189114,60.4842,0.005454177431962849
19.9787,83.6134,46.3736,2.1333,8.8833,0.1792,1.8957,-88.6804,-3.2572,-46.8282,1.0,-1.719252778441307,1.59188736,43.571000000000005,-0.0007843489476992594
51.5811,88.773,71.5055,1.3333,3.3167,0.2493,1.5056,-80.1903,-46.5013,-61.2723,1.0,-1.3890982884526248,0.82685331,14.771,-0.009464094609953143
44.9166,102.9618,83.3783,2.7417,15.65,0.1549,2.0638,-92.4445,-53.7371,-70.796,1.0,-1.864975531559314,2.424185,17.05890000000001,-0.008210780211581685
38.4672,98.0172,75.2526,3.375,23.075,0.1275,2.2606,-99.978,-38.9646,-79.284,1.0,-2.059638914383656,2.9420625,40.31940000000001,-0.004915641756003938
57.1706,112.421,86.0832,2.525,14.7583,0.1759,2.0545,-99.978,-44.167,-76.1694,1.0,-1.7378396272386245,2.59598497,32.002399999999994,-0.005799798722079102
83.3984,107.4764,97.2127,1.8917,6.3,0.1926,1.7661,-112.9784,-77.6272,-95.0346,1.0,-1.647139779618112,1.21338,17.407399999999996,-0.007229974248461553
88.343,108.3363,95.7322,1.325,3.8167,0.2659,1.5289,-111.8321,-91.4921,-102.5506,1.0,-1.3246349807331628,1.01486053,11.05850000000001,-0.007977722215523739
75.0141,103.3918,88.7192,1.6833,6.0583,0.2157,1.7233,-106.2813,-75.1155,-97.4645,1.0,-1.5338667255870264,1.30677531,22.349000000000004,-0.007251473184878594
79.3138,110.7011,92.9954,1.9583,7.725,0.1875,1.8585,-101.0037,-77.2051,-89.7033,1.0,-1.6739764335716716,1.4484374999999998,12.498199999999997,-0.008521190733147067
78.8838,97.8022,87.1321,1.0583,2.4833,0.2953,1.3783,-103.0842,-89.6102,-97.8152,1.0,-1.21976349023226,0.7333184899999999,8.204999999999998,-0.008887078053258285
79.0988,90.2778,82.625,0.4667,0.7833,0.4988,0.901,-99.4687,-84.1377,-92.7623,1.0,-0.6955500651762556,0.39071004000000004,8.624600000000001,-0.009118694914039023
78.2388,90.7078,82.6997,0.675,1.2417,0.3962,1.1054,-101.0037,-88.2182,-94.897,1.0,-0.9258361447176865,0.49196154000000003,6.67880000000001,-0.009203826552388704
77.1639,85.1183,80.8119,0.1917,0.2083,0.6976,0.5103,-96.9562,-81.929,-87.3089,1.0,-0.36010940638736716,0.14531008,5.379899999999992,-0.00967839965214156
71.1444,81.4636,77.8568,0.1833,0.2,0.7085,0.4972,-92.9238,-81.0565,-88.0869,1.0,-0.3446052198514019,0.14170000000000002,7.0304,-0.009902607355193774
58.6755,77.8089,67.6057,0.6,0.7333,0.44,0.8919,-99.4687,-81.4919,-90.0028,1.0,-0.8209805520698302,0.322652,8.510899999999992,-0.009102736704032761
3.64,105.3266,15.847,4.7167,101.1333,0.3207,2.0512,10.0289,40.9373,35.9814,1.0,-1.1372491722830278,32.43344931,4.9559,0.11344564727927173
3.64,107.0464,21.1863,7.725,180.1417,0.123,2.8166,8.5817,42.3808,34.8121,1.0,-2.0955709236097197,22.157429099999998,7.5687,0.14186184364315774
3.4251,87.2681,11.1636,4.0833,56.6083,0.19,2.2742,19.8689,42.5862,39.2063,1.0,-1.6607312068216509,10.755577,3.3798999999999992,0.054668757903300266
3.4251,69.4246,11.2702,4.3625,62.3958,0.1604,2.3734,24.3897,42.5862,39.3633,1.0,-1.830084583549723,10.00828632,3.2228999999999957,0.04435789523314774
3.855,97.5872,18.1194,5.9167,101.1083,0.1349,2.6491,13.5999,42.3808,36.5863,1.0,-2.003221515768427,13.639509669999999,5.794499999999999,0.08517554953031434
4.07,122.9551,27.4947,7.1792,152.6208,0.158,2.6759,4.9152,41.9693,33.3671,1.0,-1.8451602459551701,24.1140864,8.602199999999996,0.25590105055609913
4.07,132.4143,31.8052,7.9792,151.1542,0.0935,2.9408,-0.1888,41.7633,30.2189,1.0,-2.369793842687496,14.1329177,11.5444,-7.320052003597929
3.855,125.1049,19.0709,6.3417,125.9,0.2297,2.404,7.3674,41.7633,35.6711,1.0,-1.4709811692870844,28.91923,6.092199999999998,0.1589146940563924
3.855,116.0757,21.0763,4.5875,89.7292,0.2972,2.0776,3.9254,41.5571,34.2909,1.0,-1.213349966138533,26.667518240000003,7.266199999999998,0.3087325581195057
4.07,77.3789,13.504,4.5708,76.0125,0.2297,2.2597,16.4106,40.7304,36.9745,1.0,-1.4709811692870844,17.46007125,3.755900000000004,0.06712617571650285
4.07,115.2158,26.2871,7.425,162.8,0.1668,2.6593,5.4082,40.3158,30.5424,1.0,-1.7909597890574906,27.155040000000003,9.773400000000002,0.24407279676231372
3.855,32.0177,5.2675,0.7417,6.4167,0.6697,0.8253,26.1705,40.1082,38.7736,1.0,-0.4009254280661326,4.297263989999999,1.3345999999999947,0.03952619656609398
4.285,60.8253,16.4533,3.1458,24.2542,0.1461,2.2326,-49.5581,40.3158,20.4492,1.0,-1.9234639602254833,3.5435386200000005,19.866600000000002,-0.03978178921139785
9.2296,70.4995,37.2805,6.5375,74.0625,0.0698,2.8615,-50.2463,31.6394,-7.6318,1.0,-2.6621212692138103,5.1695625000000005,39.2712,0.08250821116205184
7.5097,113.9259,37.0824,6.0875,80.1625,0.0799,2.7567,-65.1483,33.5741,-15.888,1.0,-2.526979426209908,6.4049837499999995,49.4621,0.032436356194248325
8.1547,88.343,48.4311,5.5583,58.275,0.0821,2.6994,-82.8076,33.5741,-23.6384,1.0,-2.4998172625237545,4.784377500000001,57.212500000000006,0.01715205278559958
42.9818,110.2712,86.4921,4.5542,32.5875,0.0912,2.4942,-104.1394,-12.7902,-81.1697,1.0,-2.3947003819018513,2.97198,68.37950000000001,-0.0015131024120786966
48.1413,113.7109,72.5838,2.6292,14.1958,0.1522,2.0935,-105.205,-62.1113,-87.7626,1.0,-1.8825598335545515,2.16060076,25.651300000000006,-0.00672705157896575
46.2065,87.6981,64.9629,1.8083,5.85,0.1943,1.7385,-98.9616,-37.0587,-74.4532,1.0,-1.6383519225987426,1.136655,37.394499999999994,-0.005029677087812729
50.9361,96.7273,77.8786,2.2542,9.1708,0.1698,1.9273,-83.6927,-40.2485,-58.2731,1.0,-1.77313400510489,1.55720184,18.0246,-0.008252660863632518
79.9587,100.597,90.3988,1.3167,3.6333,0.2519,1.542,-94.8607,-46.1656,-71.0958,1.0,-1.3787230956235725,0.9152282700000001,24.9302,-0.006845232659949242
70.2845,102.3168,86.8827,1.8083,6.325,0.2016,1.7687,-105.205,-77.2051,-92.465,1.0,-1.6014697427849236,1.27512,15.259900000000002,-0.007936558744196354
69.8545,107.2614,85.6045,1.525,4.7,0.235,1.6365,-101.0037,-68.2559,-85.1814,1.0,-1.448169764837978,1.1045,16.9255,-0.00793337787286831
72.8643,104.4667,92.0044,1.3125,3.8542,0.2602,1.5438,-101.5201,-67.8634,-85.5894,1.0,-1.3463047129037322,1.00286284,17.726,-0.007810225901640922
84.2583,109.4113,94.2147,1.5292,5.0125,0.2308,1.655,-103.6105,-78.9021,-95.2745,1.0,-1.4662037443481926,1.1568850000000002,16.3724,-0.007992968739315787
81.0336,97.3723,88.8217,1.2833,3.1583,0.2566,1.48,-103.6105,-76.3651,-92.595,1.0,-1.360236826800601,0.81041978,16.2299,-0.007959826824862652
85.3333,100.597,91.2436,0.8375,1.6208,0.343,1.2156,-103.0842,-80.1903,-94.0674,1.0,-1.0700248318161971,0.5559344,13.877100000000013,-0.008269715957314867
80.3887,96.9423,85.324,0.5375,0.8208,0.4493,0.9564,-103.0842,-93.405,-98.6496,1.0,-0.8000644629060228,0.36878543999999996,5.2446000000000055,-0.00918507467049262
77.5939,92.8576,85.8917,0.9083,2.4417,0.3476,1.3076,-103.0842,-87.7579,-97.3062,1.0,-1.0567028855909,0.8487349200000001,9.548299999999998,-0.008748903061801563
69.2096,89.4179,78.8594,0.6042,0.8375,0.4232,0.9679,-97.9544,-87.2993,-92.0156,1.0,-0.8599103984380474,0.35443,4.716300000000004,-0.009685573702711912
53.5159,78.8838,64.8688,0.5875,0.8708,0.4211,0.9894,-91.9673,-76.7844,-85.6254,1.0,-0.8648849438142551,0.36669387999999997,8.840999999999994,-0.00975072582973429
26.8581,68.5646,52.5955,1.8917,10.0,0.2267,1.8374,-93.8882,-9.5551,-69.138,1.0,-1.4841277214686537,2.2670000000000003,59.58290000000001,-0.0014719986487956081
3.4251,41.6919,6.9882,2.0,20.7417,0.4284,1.5297,28.1558,41.5571,39.5089,1.0,-0.8476979404085433,8.88574428,2.0482000000000014,0.03735789726513082
3.2101,54.3758,8.6081,2.4,23.5417,0.2926,1.8468,27.2758,43.4062,39.9049,1.0,-1.228948790396113,6.88830142,3.5013000000000005,0.03987934742430621
3.4251,50.0762,8.2798,2.9042,32.2208,0.2396,2.0188,27.4961,43.2015,40.8101,1.0,-1.4287844127408427,7.720103679999999,2.3914000000000044,0.03849994141574202
3.4251,92.6426,16.2728,5.95,100.35,0.1512,2.6097,17.57,42.5862,37.4714,1.0,-1.8891518152367044,15.17292,5.114799999999995,0.06468405063906542
3.64,76.734,14.6957,4.8292,79.1292,0.18,2.3955,22.1418,41.7633,37.4859,1.0,-1.7147984280919266,14.243255999999999,4.2774,0.0503169075773414
3.855,94.1475,8.7098,2.1667,34.85,0.4208,1.5172,21.2357,41.9693,39.6528,1.0,-0.865597617558637,14.66488,2.316499999999998,0.04984152073967483
3.64,90.9228,15.7227,4.5833,83.9083,0.2677,2.1642,13.1275,42.1752,36.6143,1.0,-1.3178883284558303,22.46225191,5.560899999999997,0.08774540607347092
3.64,99.7371,14.9367,4.2458,72.9792,0.2769,2.1075,13.5999,42.1752,36.6896,1.0,-1.284098848805221,20.20794048,5.485599999999998,0.08452369198797832
3.855,30.9428,6.7086,1.2417,8.3833,0.4752,1.2931,30.3397,41.1441,39.4655,1.0,-0.7440195109337019,3.98374416,1.678600000000003,0.03436201913383995
